candidate,state,total_votes,demo_group,demo,group_pct,cand_pct
yang,Tennessee,515633,education,College,0.45,0
biden,Tennessee,515633,education,No college,0.55,0.47
bloomberg,Tennessee,515633,education,No college,0.55,0.16
buttigieg,Tennessee,515633,education,No college,0.55,0.03
klobuchar,Tennessee,515633,education,No college,0.55,0.01
sanders,Tennessee,515633,education,No college,0.55,0.26
steyer,Tennessee,515633,education,No college,0.55,0
warren,Tennessee,515633,education,No college,0.55,0.06
yang,Tennessee,515633,education,No college,0.55,0
biden,Tennessee,515633,education_race,College / white,0.36,0.33
bloomberg,Tennessee,515633,education_race,College / white,0.36,0.16
buttigieg,Tennessee,515633,education_race,College / white,0.36,0.05
klobuchar,Tennessee,515633,education_race,College / white,0.36,0.04
sanders,Tennessee,515633,education_race,College / white,0.36,0.23
steyer,Tennessee,515633,education_race,College / white,0.36,0
warren,Tennessee,515633,education_race,College / white,0.36,0.17
yang,Tennessee,515633,education_race,College / white,0.36,0
biden,Tennessee,515633,education_race,No college / white,0.34,0.41
bloomberg,Tennessee,515633,education_race,No college / white,0.34,0.16
buttigieg,Tennessee,515633,education_race,No college / white,0.34,0.04
klobuchar,Tennessee,515633,education_race,No college / white,0.34,0.01
sanders,Tennessee,515633,education_race,No college / white,0.34,0.29
steyer,Tennessee,515633,education_race,No college / white,0.34,0
warren,Tennessee,515633,education_race,No college / white,0.34,0.07
yang,Tennessee,515633,education_race,No college / white,0.34,0
biden,Tennessee,515633,education_race,College / nonwhite,0.08,0.5
bloomberg,Tennessee,515633,education_race,College / nonwhite,0.08,0.11
buttigieg,Tennessee,515633,education_race,College / nonwhite,0.08,0.02
klobuchar,Tennessee,515633,education_race,College / nonwhite,0.08,0.01
sanders,Tennessee,515633,education_race,College / nonwhite,0.08,0.22
steyer,Tennessee,515633,education_race,College / nonwhite,0.08,0
warren,Tennessee,515633,education_race,College / nonwhite,0.08,0.14
yang,Tennessee,515633,education_race,College / nonwhite,0.08,0
biden,Tennessee,515633,education_race,No college / nonwhite,0.22,0.56
bloomberg,Tennessee,515633,education_race,No college / nonwhite,0.22,0.16
buttigieg,Tennessee,515633,education_race,No college / nonwhite,0.22,0.01
klobuchar,Tennessee,515633,education_race,No college / nonwhite,0.22,0.01
sanders,Tennessee,515633,education_race,No college / nonwhite,0.22,0.21
steyer,Tennessee,515633,education_race,No college / nonwhite,0.22,0
warren,Tennessee,515633,education_race,No college / nonwhite,0.22,0.03
yang,Tennessee,515633,education_race,No college / nonwhite,0.22,0
biden,Tennessee,515633,education_race_gender,College / white / female,0.2,0.31
bloomberg,Tennessee,515633,education_race_gender,College / white / female,0.2,0.13
buttigieg,Tennessee,515633,education_race_gender,College / white / female,0.2,0.05
klobuchar,Tennessee,515633,education_race_gender,College / white / female,0.2,0.07
sanders,Tennessee,515633,education_race_gender,College / white / female,0.2,0.22
steyer,Tennessee,515633,education_race_gender,College / white / female,0.2,0
warren,Tennessee,515633,education_race_gender,College / white / female,0.2,0.21
yang,Tennessee,515633,education_race_gender,College / white / female,0.2,0
biden,Tennessee,515633,education_race_gender,No college / white / female,0.21,0.47
bloomberg,Tennessee,515633,education_race_gender,No college / white / female,0.21,0.16
buttigieg,Tennessee,515633,education_race_gender,No college / white / female,0.21,0.04
klobuchar,Tennessee,515633,education_race_gender,No college / white / female,0.21,0
sanders,Tennessee,515633,education_race_gender,No college / white / female,0.21,0.26
steyer,Tennessee,515633,education_race_gender,No college / white / female,0.21,0
warren,Tennessee,515633,education_race_gender,No college / white / female,0.21,0.06
yang,Tennessee,515633,education_race_gender,No college / white / female,0.21,0
biden,Tennessee,515633,education_race_gender,College / white / male,0.16,0.34
bloomberg,Tennessee,515633,education_race_gender,College / white / male,0.16,0.21
buttigieg,Tennessee,515633,education_race_gender,College / white / male,0.16,0.05
klobuchar,Tennessee,515633,education_race_gender,College / white / male,0.16,0.02
sanders,Tennessee,515633,education_race_gender,College / white / male,0.16,0.25
steyer,Tennessee,515633,education_race_gender,College / white / male,0.16,0
warren,Tennessee,515633,education_race_gender,College / white / male,0.16,0.12
yang,Tennessee,515633,education_race_gender,College / white / male,0.16,0
biden,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.32
bloomberg,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.16
buttigieg,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.04
klobuchar,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.02
sanders,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.35
steyer,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.01
warren,Tennessee,515633,education_race_gender,No college / white / male,0.13,0.09
yang,Tennessee,515633,education_race_gender,No college / white / male,0.13,0
biden,Tennessee,515633,ideology,Very liberal,0.24,0.28
bloomberg,Tennessee,515633,ideology,Very liberal,0.24,0.09
buttigieg,Tennessee,515633,ideology,Very liberal,0.24,0.02
klobuchar,Tennessee,515633,ideology,Very liberal,0.24,0.01
sanders,Tennessee,515633,ideology,Very liberal,0.24,0.41
steyer,Tennessee,515633,ideology,Very liberal,0.24,0
warren,Tennessee,515633,ideology,Very liberal,0.24,0.18
yang,Tennessee,515633,ideology,Very liberal,0.24,0
biden,Tennessee,515633,ideology,Somewhat liberal,0.33,0.39
bloomberg,Tennessee,515633,ideology,Somewhat liberal,0.33,0.16
buttigieg,Tennessee,515633,ideology,Somewhat liberal,0.33,0.04
klobuchar,Tennessee,515633,ideology,Somewhat liberal,0.33,0.03
sanders,Tennessee,515633,ideology,Somewhat liberal,0.33,0.27
steyer,Tennessee,515633,ideology,Somewhat liberal,0.33,0
warren,Tennessee,515633,ideology,Somewhat liberal,0.33,0.1
yang,Tennessee,515633,ideology,Somewhat liberal,0.33,0
biden,Tennessee,515633,ideology,Moderate/conservative,0.43,0.49
bloomberg,Tennessee,515633,ideology,Moderate/conservative,0.43,0.19
buttigieg,Tennessee,515633,ideology,Moderate/conservative,0.43,0.04
klobuchar,Tennessee,515633,ideology,Moderate/conservative,0.43,0.02
sanders,Tennessee,515633,ideology,Moderate/conservative,0.43,0.16
steyer,Tennessee,515633,ideology,Moderate/conservative,0.43,0
warren,Tennessee,515633,ideology,Moderate/conservative,0.43,0.08
yang,Tennessee,515633,ideology,Moderate/conservative,0.43,0
biden,Tennessee,515633,prior_primary,First-time,0.15,0.31
bloomberg,Tennessee,515633,prior_primary,First-time,0.15,0.13
buttigieg,Tennessee,515633,prior_primary,First-time,0.15,0.04
klobuchar,Tennessee,515633,prior_primary,First-time,0.15,0.01
sanders,Tennessee,515633,prior_primary,First-time,0.15,0.42
steyer,Tennessee,515633,prior_primary,First-time,0.15,0
warren,Tennessee,515633,prior_primary,First-time,0.15,0.07
yang,Tennessee,515633,prior_primary,First-time,0.15,0
biden,Tennessee,515633,prior_primary,Voted before,0.84,0.44
bloomberg,Tennessee,515633,prior_primary,Voted before,0.84,0.15
buttigieg,Tennessee,515633,prior_primary,Voted before,0.84,0.03
klobuchar,Tennessee,515633,prior_primary,Voted before,0.84,0.02
sanders,Tennessee,515633,prior_primary,Voted before,0.84,0.23
steyer,Tennessee,515633,prior_primary,Voted before,0.84,0
warren,Tennessee,515633,prior_primary,Voted before,0.84,0.12
yang,Tennessee,515633,prior_primary,Voted before,0.84,0
biden,Tennessee,515633,mfa,Support,0.53,0.32
bloomberg,Tennessee,515633,mfa,Support,0.53,0.09
buttigieg,Tennessee,515633,mfa,Support,0.53,0.03
klobuchar,Tennessee,515633,mfa,Support,0.53,0.02
sanders,Tennessee,515633,mfa,Support,0.53,0.38
steyer,Tennessee,515633,mfa,Support,0.53,0
warren,Tennessee,515633,mfa,Support,0.53,0.14
yang,Tennessee,515633,mfa,Support,0.53,0
biden,Tennessee,515633,mfa,Oppose,0.43,0.51
bloomberg,Tennessee,515633,mfa,Oppose,0.43,0.26
buttigieg,Tennessee,515633,mfa,Oppose,0.43,0.04
klobuchar,Tennessee,515633,mfa,Oppose,0.43,0.03
sanders,Tennessee,515633,mfa,Oppose,0.43,0.09
steyer,Tennessee,515633,mfa,Oppose,0.43,0
warren,Tennessee,515633,mfa,Oppose,0.43,0.05
yang,Tennessee,515633,mfa,Oppose,0.43,0
biden,Tennessee,515633,priority,Agrees on issues,0.35,0.31
bloomberg,Tennessee,515633,priority,Agrees on issues,0.35,0.15
buttigieg,Tennessee,515633,priority,Agrees on issues,0.35,0.03
klobuchar,Tennessee,515633,priority,Agrees on issues,0.35,0.02
sanders,Tennessee,515633,priority,Agrees on issues,0.35,0.35
steyer,Tennessee,515633,priority,Agrees on issues,0.35,0
warren,Tennessee,515633,priority,Agrees on issues,0.35,0.11
yang,Tennessee,515633,priority,Agrees on issues,0.35,0
biden,Tennessee,515633,priority,Can beat Trump,0.61,0.47
bloomberg,Tennessee,515633,priority,Can beat Trump,0.61,0.15
buttigieg,Tennessee,515633,priority,Can beat Trump,0.61,0.04
klobuchar,Tennessee,515633,priority,Can beat Trump,0.61,0.02
sanders,Tennessee,515633,priority,Can beat Trump,0.61,0.2
steyer,Tennessee,515633,priority,Can beat Trump,0.61,0
warren,Tennessee,515633,priority,Can beat Trump,0.61,0.11
yang,Tennessee,515633,priority,Can beat Trump,0.61,0
biden,Tennessee,515633,urbanicity,Urban,0.5,0.39
bloomberg,Tennessee,515633,urbanicity,Urban,0.5,0.16
buttigieg,Tennessee,515633,urbanicity,Urban,0.5,0.03
klobuchar,Tennessee,515633,urbanicity,Urban,0.5,0.02
sanders,Tennessee,515633,urbanicity,Urban,0.5,0.26
steyer,Tennessee,515633,urbanicity,Urban,0.5,0
warren,Tennessee,515633,urbanicity,Urban,0.5,0.12
yang,Tennessee,515633,urbanicity,Urban,0.5,0
biden,Tennessee,515633,urbanicity,Suburban,0.3,0.44
bloomberg,Tennessee,515633,urbanicity,Suburban,0.3,0.16
buttigieg,Tennessee,515633,urbanicity,Suburban,0.3,0.04
klobuchar,Tennessee,515633,urbanicity,Suburban,0.3,0.03
sanders,Tennessee,515633,urbanicity,Suburban,0.3,0.23
steyer,Tennessee,515633,urbanicity,Suburban,0.3,0
warren,Tennessee,515633,urbanicity,Suburban,0.3,0.1
yang,Tennessee,515633,urbanicity,Suburban,0.3,0
biden,Tennessee,515633,urbanicity,Rural,0.2,0.46
bloomberg,Tennessee,515633,urbanicity,Rural,0.2,0.14
buttigieg,Tennessee,515633,urbanicity,Rural,0.2,0.05
klobuchar,Tennessee,515633,urbanicity,Rural,0.2,0.01
sanders,Tennessee,515633,urbanicity,Rural,0.2,0.25
steyer,Tennessee,515633,urbanicity,Rural,0.2,0
warren,Tennessee,515633,urbanicity,Rural,0.2,0.08
yang,Tennessee,515633,urbanicity,Rural,0.2,0
biden,Texas,2075862,gender,Male,0.44,0.33
bloomberg,Texas,2075862,gender,Male,0.44,0.16
buttigieg,Texas,2075862,gender,Male,0.44,0.04
klobuchar,Texas,2075862,gender,Male,0.44,0.02
sanders,Texas,2075862,gender,Male,0.44,0.34
steyer,Texas,2075862,gender,Male,0.44,0.01
warren,Texas,2075862,gender,Male,0.44,0.08
yang,Texas,2075862,gender,Male,0.44,0
biden,Texas,2075862,gender,Female,0.56,0.33
bloomberg,Texas,2075862,gender,Female,0.56,0.15
buttigieg,Texas,2075862,gender,Female,0.56,0.04
klobuchar,Texas,2075862,gender,Female,0.56,0.02
sanders,Texas,2075862,gender,Female,0.56,0.27
steyer,Texas,2075862,gender,Female,0.56,0.01
warren,Texas,2075862,gender,Female,0.56,0.14
yang,Texas,2075862,gender,Female,0.56,0
biden,Texas,2075862,race,White,0.45,0.28
bloomberg,Texas,2075862,race,White,0.45,0.13
buttigieg,Texas,2075862,race,White,0.45,0.06
klobuchar,Texas,2075862,race,White,0.45,0.04
sanders,Texas,2075862,race,White,0.45,0.3
steyer,Texas,2075862,race,White,0.45,0.01
warren,Texas,2075862,race,White,0.45,0.16
yang,Texas,2075862,race,White,0.45,0
biden,Texas,2075862,race,Black,0.2,0.58
bloomberg,Texas,2075862,race,Black,0.2,0.16
buttigieg,Texas,2075862,race,Black,0.2,0.01
klobuchar,Texas,2075862,race,Black,0.2,0.01
sanders,Texas,2075862,race,Black,0.2,0.15
steyer,Texas,2075862,race,Black,0.2,0
warren,Texas,2075862,race,Black,0.2,0.06
yang,Texas,2075862,race,Black,0.2,0
biden,Texas,2075862,race,Latino,0.32,0.26
bloomberg,Texas,2075862,race,Latino,0.32,0.2
buttigieg,Texas,2075862,race,Latino,0.32,0.03
klobuchar,Texas,2075862,race,Latino,0.32,0.01
sanders,Texas,2075862,race,Latino,0.32,0.39
steyer,Texas,2075862,race,Latino,0.32,0.01
warren,Texas,2075862,race,Latino,0.32,0.08
yang,Texas,2075862,race,Latino,0.32,0
biden,Texas,2075862,race,All nonwhite,0.55,0.37
bloomberg,Texas,2075862,race,All nonwhite,0.55,0.18
buttigieg,Texas,2075862,race,All nonwhite,0.55,0.03
klobuchar,Texas,2075862,race,All nonwhite,0.55,0.01
sanders,Texas,2075862,race,All nonwhite,0.55,0.31
steyer,Texas,2075862,race,All nonwhite,0.55,0.01
warren,Texas,2075862,race,All nonwhite,0.55,0.07
yang,Texas,2075862,race,All nonwhite,0.55,0
biden,Texas,2075862,age,17-29,0.15,0.13
bloomberg,Texas,2075862,age,17-29,0.15,0.09
buttigieg,Texas,2075862,age,17-29,0.15,0.06
klobuchar,Texas,2075862,age,17-29,0.15,0.02
sanders,Texas,2075862,age,17-29,0.15,0.58
steyer,Texas,2075862,age,17-29,0.15,0
warren,Texas,2075862,age,17-29,0.15,0.09
yang,Texas,2075862,age,17-29,0.15,0
biden,Texas,2075862,age,30-44,0.22,0.2
bloomberg,Texas,2075862,age,30-44,0.22,0.08
buttigieg,Texas,2075862,age,30-44,0.22,0.07
klobuchar,Texas,2075862,age,30-44,0.22,0.01
sanders,Texas,2075862,age,30-44,0.22,0.42
steyer,Texas,2075862,age,30-44,0.22,0.01
warren,Texas,2075862,age,30-44,0.22,0.17
yang,Texas,2075862,age,30-44,0.22,0
biden,Texas,2075862,age,45-64,0.38,0.42
bloomberg,Texas,2075862,age,45-64,0.38,0.17
buttigieg,Texas,2075862,age,45-64,0.38,0.04
klobuchar,Texas,2075862,age,45-64,0.38,0.02
sanders,Texas,2075862,age,45-64,0.38,0.21
steyer,Texas,2075862,age,45-64,0.38,0
warren,Texas,2075862,age,45-64,0.38,0.11
yang,Texas,2075862,age,45-64,0.38,0
biden,Texas,2075862,age,65+,0.25,0.43
bloomberg,Texas,2075862,age,65+,0.25,0.24
buttigieg,Texas,2075862,age,65+,0.25,0.02
klobuchar,Texas,2075862,age,65+,0.25,0.03
sanders,Texas,2075862,age,65+,0.25,0.16
steyer,Texas,2075862,age,65+,0.25,0.01
warren,Texas,2075862,age,65+,0.25,0.08
yang,Texas,2075862,age,65+,0.25,0
biden,Texas,2075862,education,College,0.4,0.3
bloomberg,Texas,2075862,education,College,0.4,0.12
buttigieg,Texas,2075862,education,College,0.4,0.05
klobuchar,Texas,2075862,education,College,0.4,0.04
sanders,Texas,2075862,education,College,0.4,0.28
steyer,Texas,2075862,education,College,0.4,0
warren,Texas,2075862,education,College,0.4,0.18
yang,Texas,2075862,education,College,0.4,0
biden,Texas,2075862,education,No college,0.6,0.35
bloomberg,Texas,2075862,education,No college,0.6,0.17
buttigieg,Texas,2075862,education,No college,0.6,0.04
klobuchar,Texas,2075862,education,No college,0.6,0.01
sanders,Texas,2075862,education,No college,0.6,0.32
steyer,Texas,2075862,education,No college,0.6,0.01
warren,Texas,2075862,education,No college,0.6,0.07
yang,Texas,2075862,education,No college,0.6,0
biden,Texas,2075862,education_race,College / white,0.24,0.28
bloomberg,Texas,2075862,education_race,College / white,0.24,0.13
buttigieg,Texas,2075862,education_race,College / white,0.24,0.06
klobuchar,Texas,2075862,education_race,College / white,0.24,0.05
sanders,Texas,2075862,education_race,College / white,0.24,0.25
steyer,Texas,2075862,education_race,College / white,0.24,0
warren,Texas,2075862,education_race,College / white,0.24,0.2
yang,Texas,2075862,education_race,College / white,0.24,0
biden,Texas,2075862,education_race,No college / white,0.21,0.29
bloomberg,Texas,2075862,education_race,No college / white,0.21,0.13
buttigieg,Texas,2075862,education_race,No college / white,0.21,0.06
klobuchar,Texas,2075862,education_race,No college / white,0.21,0.03
sanders,Texas,2075862,education_race,No college / white,0.21,0.35
steyer,Texas,2075862,education_race,No college / white,0.21,0.01
warren,Texas,2075862,education_race,No college / white,0.21,0.12
yang,Texas,2075862,education_race,No college / white,0.21,0
biden,Texas,2075862,education_race,College / nonwhite,0.16,0.34
bloomberg,Texas,2075862,education_race,College / nonwhite,0.16,0.12
buttigieg,Texas,2075862,education_race,College / nonwhite,0.16,0.02
klobuchar,Texas,2075862,education_race,College / nonwhite,0.16,0.01
sanders,Texas,2075862,education_race,College / nonwhite,0.16,0.32
steyer,Texas,2075862,education_race,College / nonwhite,0.16,0
warren,Texas,2075862,education_race,College / nonwhite,0.16,0.14
yang,Texas,2075862,education_race,College / nonwhite,0.16,0
biden,Texas,2075862,education_race,No college / nonwhite,0.39,0.39
bloomberg,Texas,2075862,education_race,No college / nonwhite,0.39,0.2
buttigieg,Texas,2075862,education_race,No college / nonwhite,0.39,0.03
klobuchar,Texas,2075862,education_race,No college / nonwhite,0.39,0.01
sanders,Texas,2075862,education_race,No college / nonwhite,0.39,0.3
steyer,Texas,2075862,education_race,No college / nonwhite,0.39,0.01
warren,Texas,2075862,education_race,No college / nonwhite,0.39,0.05
yang,Texas,2075862,education_race,No college / nonwhite,0.39,0
biden,Texas,2075862,education_race_gender,College / white / female,0.13,0.28
bloomberg,Texas,2075862,education_race_gender,College / white / female,0.13,0.1
buttigieg,Texas,2075862,education_race_gender,College / white / female,0.13,0.05
klobuchar,Texas,2075862,education_race_gender,College / white / female,0.13,0.07
sanders,Texas,2075862,education_race_gender,College / white / female,0.13,0.22
steyer,Texas,2075862,education_race_gender,College / white / female,0.13,0.01
warren,Texas,2075862,education_race_gender,College / white / female,0.13,0.26
yang,Texas,2075862,education_race_gender,College / white / female,0.13,0
biden,Texas,2075862,education_race_gender,No college / white / female,0.11,0.29
bloomberg,Texas,2075862,education_race_gender,No college / white / female,0.11,0.12
buttigieg,Texas,2075862,education_race_gender,No college / white / female,0.11,0.08
klobuchar,Texas,2075862,education_race_gender,No college / white / female,0.11,0.02
sanders,Texas,2075862,education_race_gender,No college / white / female,0.11,0.28
steyer,Texas,2075862,education_race_gender,No college / white / female,0.11,0.01
warren,Texas,2075862,education_race_gender,No college / white / female,0.11,0.17
yang,Texas,2075862,education_race_gender,No college / white / female,0.11,0
biden,Texas,2075862,education_race_gender,College / white / male,0.11,0.27
bloomberg,Texas,2075862,education_race_gender,College / white / male,0.11,0.16
buttigieg,Texas,2075862,education_race_gender,College / white / male,0.11,0.08
klobuchar,Texas,2075862,education_race_gender,College / white / male,0.11,0.03
sanders,Texas,2075862,education_race_gender,College / white / male,0.11,0.29
steyer,Texas,2075862,education_race_gender,College / white / male,0.11,0
warren,Texas,2075862,education_race_gender,College / white / male,0.11,0.14
yang,Texas,2075862,education_race_gender,College / white / male,0.11,0
biden,Texas,2075862,education_race_gender,No college / white / male,0.1,0.28
bloomberg,Texas,2075862,education_race_gender,No college / white / male,0.1,0.13
buttigieg,Texas,2075862,education_race_gender,No college / white / male,0.1,0.04
klobuchar,Texas,2075862,education_race_gender,No college / white / male,0.1,0.03
sanders,Texas,2075862,education_race_gender,No college / white / male,0.1,0.43
steyer,Texas,2075862,education_race_gender,No college / white / male,0.1,0
warren,Texas,2075862,education_race_gender,No college / white / male,0.1,0.06
yang,Texas,2075862,education_race_gender,No college / white / male,0.1,0
biden,Texas,2075862,ideology,Very liberal,0.24,0.19
bloomberg,Texas,2075862,ideology,Very liberal,0.24,0.08
buttigieg,Texas,2075862,ideology,Very liberal,0.24,0.04
klobuchar,Texas,2075862,ideology,Very liberal,0.24,0.03
sanders,Texas,2075862,ideology,Very liberal,0.24,0.48
steyer,Texas,2075862,ideology,Very liberal,0.24,0.01
warren,Texas,2075862,ideology,Very liberal,0.24,0.17
yang,Texas,2075862,ideology,Very liberal,0.24,0
biden,Texas,2075862,ideology,Somewhat liberal,0.33,0.36
bloomberg,Texas,2075862,ideology,Somewhat liberal,0.33,0.16
buttigieg,Texas,2075862,ideology,Somewhat liberal,0.33,0.04
klobuchar,Texas,2075862,ideology,Somewhat liberal,0.33,0.03
sanders,Texas,2075862,ideology,Somewhat liberal,0.33,0.28
steyer,Texas,2075862,ideology,Somewhat liberal,0.33,0
warren,Texas,2075862,ideology,Somewhat liberal,0.33,0.11
yang,Texas,2075862,ideology,Somewhat liberal,0.33,0
biden,Texas,2075862,ideology,Moderate/conservative,0.43,0.39
bloomberg,Texas,2075862,ideology,Moderate/conservative,0.43,0.19
buttigieg,Texas,2075862,ideology,Moderate/conservative,0.43,0.05
klobuchar,Texas,2075862,ideology,Moderate/conservative,0.43,0.01
sanders,Texas,2075862,ideology,Moderate/conservative,0.43,0.23
steyer,Texas,2075862,ideology,Moderate/conservative,0.43,0.01
warren,Texas,2075862,ideology,Moderate/conservative,0.43,0.1
yang,Texas,2075862,ideology,Moderate/conservative,0.43,0
biden,Texas,2075862,prior_primary,First-time,0.13,0.29
bloomberg,Texas,2075862,prior_primary,First-time,0.13,0.12
buttigieg,Texas,2075862,prior_primary,First-time,0.13,0.02
klobuchar,Texas,2075862,prior_primary,First-time,0.13,0.03
sanders,Texas,2075862,prior_primary,First-time,0.13,0.4
steyer,Texas,2075862,prior_primary,First-time,0.13,0.01
warren,Texas,2075862,prior_primary,First-time,0.13,0.12
yang,Texas,2075862,prior_primary,First-time,0.13,0
biden,Texas,2075862,prior_primary,Voted before,0.86,0.35
bloomberg,Texas,2075862,prior_primary,Voted before,0.86,0.15
buttigieg,Texas,2075862,prior_primary,Voted before,0.86,0.05
klobuchar,Texas,2075862,prior_primary,Voted before,0.86,0.02
sanders,Texas,2075862,prior_primary,Voted before,0.86,0.3
steyer,Texas,2075862,prior_primary,Voted before,0.86,0
warren,Texas,2075862,prior_primary,Voted before,0.86,0.11
yang,Texas,2075862,prior_primary,Voted before,0.86,0
biden,Texas,2075862,mfa,Support,0.64,0.25
bloomberg,Texas,2075862,mfa,Support,0.64,0.14
buttigieg,Texas,2075862,mfa,Support,0.64,0.03
klobuchar,Texas,2075862,mfa,Support,0.64,0.02
sanders,Texas,2075862,mfa,Support,0.64,0.39
steyer,Texas,2075862,mfa,Support,0.64,0.02
warren,Texas,2075862,mfa,Support,0.64,0.15
yang,Texas,2075862,mfa,Support,0.64,0
biden,Texas,2075862,mfa,Oppose,0.33,0.46
bloomberg,Texas,2075862,mfa,Oppose,0.33,0.19
buttigieg,Texas,2075862,mfa,Oppose,0.33,0.06
klobuchar,Texas,2075862,mfa,Oppose,0.33,0.04
sanders,Texas,2075862,mfa,Oppose,0.33,0.13
steyer,Texas,2075862,mfa,Oppose,0.33,0
warren,Texas,2075862,mfa,Oppose,0.33,0.08
yang,Texas,2075862,mfa,Oppose,0.33,0
biden,Texas,2075862,priority,Agrees on issues,0.4,0.26
bloomberg,Texas,2075862,priority,Agrees on issues,0.4,0.13
buttigieg,Texas,2075862,priority,Agrees on issues,0.4,0.03
klobuchar,Texas,2075862,priority,Agrees on issues,0.4,0.02
sanders,Texas,2075862,priority,Agrees on issues,0.4,0.41
steyer,Texas,2075862,priority,Agrees on issues,0.4,0
warren,Texas,2075862,priority,Agrees on issues,0.4,0.1
yang,Texas,2075862,priority,Agrees on issues,0.4,0
biden,Texas,2075862,priority,Can beat Trump,0.57,0.38
bloomberg,Texas,2075862,priority,Can beat Trump,0.57,0.16
buttigieg,Texas,2075862,priority,Can beat Trump,0.57,0.05
klobuchar,Texas,2075862,priority,Can beat Trump,0.57,0.03
sanders,Texas,2075862,priority,Can beat Trump,0.57,0.24
steyer,Texas,2075862,priority,Can beat Trump,0.57,0.01
warren,Texas,2075862,priority,Can beat Trump,0.57,0.13
yang,Texas,2075862,priority,Can beat Trump,0.57,0
biden,Texas,2075862,urbanicity,Urban,0.6,0.32
bloomberg,Texas,2075862,urbanicity,Urban,0.6,0.16
buttigieg,Texas,2075862,urbanicity,Urban,0.6,0.04
klobuchar,Texas,2075862,urbanicity,Urban,0.6,0.02
sanders,Texas,2075862,urbanicity,Urban,0.6,0.3
steyer,Texas,2075862,urbanicity,Urban,0.6,0.01
warren,Texas,2075862,urbanicity,Urban,0.6,0.12
yang,Texas,2075862,urbanicity,Urban,0.6,0
biden,Texas,2075862,urbanicity,Suburban,0.37,0.33
bloomberg,Texas,2075862,urbanicity,Suburban,0.37,0.15
buttigieg,Texas,2075862,urbanicity,Suburban,0.37,0.05
klobuchar,Texas,2075862,urbanicity,Suburban,0.37,0.02
sanders,Texas,2075862,urbanicity,Suburban,0.37,0.33
steyer,Texas,2075862,urbanicity,Suburban,0.37,0.01
warren,Texas,2075862,urbanicity,Suburban,0.37,0.1
yang,Texas,2075862,urbanicity,Suburban,0.37,0
biden,Texas,2075862,urbanicity,Rural,0.03,
bloomberg,Texas,2075862,urbanicity,Rural,0.03,
buttigieg,Texas,2075862,urbanicity,Rural,0.03,
klobuchar,Texas,2075862,urbanicity,Rural,0.03,
sanders,Texas,2075862,urbanicity,Rural,0.03,
steyer,Texas,2075862,urbanicity,Rural,0.03,
warren,Texas,2075862,urbanicity,Rural,0.03,
yang,Texas,2075862,urbanicity,Rural,0.03,
biden,Vermont,158032,gender,Male,0.48,0.24
bloomberg,Vermont,158032,gender,Male,0.48,0.11
buttigieg,Vermont,158032,gender,Male,0.48,0.02
klobuchar,Vermont,158032,gender,Male,0.48,0.01
sanders,Vermont,158032,gender,Male,0.48,0.53
steyer,Vermont,158032,gender,Male,0.48,0
warren,Vermont,158032,gender,Male,0.48,0.08
yang,Vermont,158032,gender,Male,0.48,0
biden,Vermont,158032,gender,Female,0.52,0.2
bloomberg,Vermont,158032,gender,Female,0.52,0.08
buttigieg,Vermont,158032,gender,Female,0.52,0.02
klobuchar,Vermont,158032,gender,Female,0.52,0.01
sanders,Vermont,158032,gender,Female,0.52,0.51
steyer,Vermont,158032,gender,Female,0.52,0
warren,Vermont,158032,gender,Female,0.52,0.16
yang,Vermont,158032,gender,Female,0.52,0
biden,Vermont,158032,race,White,0.94,0.22
bloomberg,Vermont,158032,race,White,0.94,0.09
buttigieg,Vermont,158032,race,White,0.94,0.02
klobuchar,Vermont,158032,race,White,0.94,0.01
sanders,Vermont,158032,race,White,0.94,0.51
steyer,Vermont,158032,race,White,0.94,0
warren,Vermont,158032,race,White,0.94,0.13
yang,Vermont,158032,race,White,0.94,0
biden,Vermont,158032,race,Black,0.02,
bloomberg,Vermont,158032,race,Black,0.02,
buttigieg,Vermont,158032,race,Black,0.02,
klobuchar,Vermont,158032,race,Black,0.02,
sanders,Vermont,158032,race,Black,0.02,
steyer,Vermont,158032,race,Black,0.02,
warren,Vermont,158032,race,Black,0.02,
yang,Vermont,158032,race,Black,0.02,
biden,Vermont,158032,race,Latino,0.02,
bloomberg,Vermont,158032,race,Latino,0.02,
buttigieg,Vermont,158032,race,Latino,0.02,
klobuchar,Vermont,158032,race,Latino,0.02,
sanders,Vermont,158032,race,Latino,0.02,
steyer,Vermont,158032,race,Latino,0.02,
warren,Vermont,158032,race,Latino,0.02,
yang,Vermont,158032,race,Latino,0.02,
biden,Vermont,158032,race,All nonwhite,0.06,
bloomberg,Vermont,158032,race,All nonwhite,0.06,
buttigieg,Vermont,158032,race,All nonwhite,0.06,
klobuchar,Vermont,158032,race,All nonwhite,0.06,
sanders,Vermont,158032,race,All nonwhite,0.06,
steyer,Vermont,158032,race,All nonwhite,0.06,
warren,Vermont,158032,race,All nonwhite,0.06,
yang,Vermont,158032,race,All nonwhite,0.06,
